DivisionName,CreationDate,textbox2,textbox4,PricewithDiscount,sumWeight,Textbox14,textbox5,PricewithDiscount1,sumWeight1
БЕЛГОРОД,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
БЕЛГОРОД,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
БЕЛГОРОД,15.02.2021,10,"10 631,85","8 511,68","2,50",3545,"3 990 950,05","2 822 111,89","9054,02"
БЕЛГОРОД,16.02.2021,6,"3 987,40","3 956,67","7,20",3665,"3 712 329,56","2 761 120,47","7860,97"
БЕЛГОРОД,17.02.2021,7,"8 337,16","6 663,56","8,48",3221,"3 437 164,11","2 582 923,12","7286,01"
БЕЛГОРОД,18.02.2021,6,"6 039,42","4 466,12","8,09",3317,"3 601 028,28","2 621 546,50","8063,76"
БЕЛГОРОД,19.02.2021,16,"18 771,67","16 280,12","47,59",3491,"4 193 909,34","3 182 098,82","12949,70"
БЕЛГОРОД,20.02.2021,6,"4 640,22","3 786,02","13,51",2222,"2 443 982,10","1 767 092,08","6236,62"
БЕЛГОРОД,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
БЕЛГОРОД,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
БЕЛГОРОД,23.02.2021,1,"3 006,08","1 932,48","1,60",182,"289 544,98","146 444,78","657,71"
БЕЛГОРОД,24.02.2021,9,"8 930,80","7 817,75","16,80",3791,"4 155 674,04","3 060 703,53","9504,86"
БЕЛГОРОД,25.02.2021,4,"2 365,04","2 365,04","30,70",4005,"4 197 883,82","3 048 461,47","10063,78"
БЕЛГОРОД,26.02.2021,7,"7 316,58","6 656,45","5,20",3923,"4 372 380,84","3 262 106,20","18305,83"
БЕЛГОРОД,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
БЕЛГОРОД,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
БЛАГОВЕЩЕНСК,01.02.2021,1,"1 804,22","1 651,32","0,15",3525,"4 017 060,79","3 086 523,40","7559,22"
БЛАГОВЕЩЕНСК,02.02.2021,3,"6 253,30","5 718,15","2,35",3920,"4 290 014,12","3 159 794,75","7989,82"
БЛАГОВЕЩЕНСК,03.02.2021,,,,,3671,"3 902 609,45","2 879 357,23","7921,78"
БЛАГОВЕЩЕНСК,04.02.2021,3,"4 801,06","3 287,35","1,05",4051,"4 083 924,05","2 876 229,86","10036,64"
БЛАГОВЕЩЕНСК,05.02.2021,,,,,4240,"4 197 433,60","3 188 895,92","7769,89"
БЛАГОВЕЩЕНСК,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
БЛАГОВЕЩЕНСК,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
БЛАГОВЕЩЕНСК,08.02.2021,,,,,3419,"3 055 828,95","2 150 854,84","8595,76"
БЛАГОВЕЩЕНСК,09.02.2021,,,,,3764,"3 943 590,97","2 904 738,55","6915,60"
БЛАГОВЕЩЕНСК,10.02.2021,2,"3 225,61","1 773,06","0,35",3556,"3 774 267,47","2 694 716,58","8195,63"
БЛАГОВЕЩЕНСК,11.02.2021,1,"3 172,00","1 903,20","0,69",3430,"3 510 806,01","2 561 886,42","6278,32"
БЛАГОВЕЩЕНСК,12.02.2021,1,"3 425,00","3 425,00","1,14",3170,"3 694 458,78","2 663 795,69","6910,90"
БЛАГОВЕЩЕНСК,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
БЛАГОВЕЩЕНСК,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
БЛАГОВЕЩЕНСК,15.02.2021,2,"3 248,00","2 197,15","1,25",3545,"3 990 950,05","2 822 111,89","9054,02"
БЛАГОВЕЩЕНСК,16.02.2021,,,,,3665,"3 712 329,56","2 761 120,47","7860,97"
БЛАГОВЕЩЕНСК,17.02.2021,,,,,3221,"3 437 164,11","2 582 923,12","7286,01"
БЛАГОВЕЩЕНСК,18.02.2021,2,"3 510,00","2 518,19","0,66",3317,"3 601 028,28","2 621 546,50","8063,76"
БЛАГОВЕЩЕНСК,19.02.2021,1,"4 459,00","3 964,13","0,25",3491,"4 193 909,34","3 182 098,82","12949,70"
БЛАГОВЕЩЕНСК,20.02.2021,1,"57 232,83","16 426,97","99,00",2222,"2 443 982,10","1 767 092,08","6236,62"
БЛАГОВЕЩЕНСК,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
БЛАГОВЕЩЕНСК,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
БЛАГОВЕЩЕНСК,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
БЛАГОВЕЩЕНСК,24.02.2021,2,"11 484,51","4 689,10","10,90",3791,"4 155 674,04","3 060 703,53","9504,86"
БЛАГОВЕЩЕНСК,25.02.2021,,,,,4005,"4 197 883,82","3 048 461,47","10063,78"
БЛАГОВЕЩЕНСК,26.02.2021,,,,,3923,"4 372 380,84","3 262 106,20","18305,83"
БЛАГОВЕЩЕНСК,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
БЛАГОВЕЩЕНСК,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
БРЯНСК,01.02.2021,2,"1 036,14","968,24","1,00",3525,"4 017 060,79","3 086 523,40","7559,22"
БРЯНСК,02.02.2021,5,"4 855,00","2 925,20","2,50",3920,"4 290 014,12","3 159 794,75","7989,82"
БРЯНСК,03.02.2021,1,"774,06","570,36","0,25",3671,"3 902 609,45","2 879 357,23","7921,78"
БРЯНСК,04.02.2021,1,"690,30","448,70","3,10",4051,"4 083 924,05","2 876 229,86","10036,64"
БРЯНСК,05.02.2021,2,"2 120,18","1 506,56","0,13",4240,"4 197 433,60","3 188 895,92","7769,89"
БРЯНСК,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
БРЯНСК,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
БРЯНСК,08.02.2021,2,"2 028,00","1 302,80","1,00",3419,"3 055 828,95","2 150 854,84","8595,76"
БРЯНСК,09.02.2021,,,,,3764,"3 943 590,97","2 904 738,55","6915,60"
БРЯНСК,10.02.2021,3,"1 178,84","941,19","1,50",3556,"3 774 267,47","2 694 716,58","8195,63"
БРЯНСК,11.02.2021,2,"1 690,18","481,66","0,53",3430,"3 510 806,01","2 561 886,42","6278,32"
БРЯНСК,12.02.2021,,,,,3170,"3 694 458,78","2 663 795,69","6910,90"
БРЯНСК,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
БРЯНСК,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
БРЯНСК,15.02.2021,2,"2 273,80","1 179,55","0,60",3545,"3 990 950,05","2 822 111,89","9054,02"
БРЯНСК,16.02.2021,2,"2 187,80","1 942,00","0,75",3665,"3 712 329,56","2 761 120,47","7860,97"
БРЯНСК,17.02.2021,,,,,3221,"3 437 164,11","2 582 923,12","7286,01"
БРЯНСК,18.02.2021,1,"591,18","206,91","0,03",3317,"3 601 028,28","2 621 546,50","8063,76"
БРЯНСК,19.02.2021,1,"1 229,00","1 044,65","0,25",3491,"4 193 909,34","3 182 098,82","12949,70"
БРЯНСК,20.02.2021,2,"1 329,00","714,50","0,23",2222,"2 443 982,10","1 767 092,08","6236,62"
БРЯНСК,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
БРЯНСК,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
БРЯНСК,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
БРЯНСК,24.02.2021,3,"3 297,42","1 703,30","1,25",3791,"4 155 674,04","3 060 703,53","9504,86"
БРЯНСК,25.02.2021,3,"2 250,78","1 866,51","0,79",4005,"4 197 883,82","3 048 461,47","10063,78"
БРЯНСК,26.02.2021,,,,,3923,"4 372 380,84","3 262 106,20","18305,83"
БРЯНСК,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
БРЯНСК,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ВЕЛИКИЙ НОВГОРОД,01.02.2021,1,"1 074,00","1 074,00","1,50",3525,"4 017 060,79","3 086 523,40","7559,22"
ВЕЛИКИЙ НОВГОРОД,02.02.2021,3,"5 916,00","2 986,70","34,83",3920,"4 290 014,12","3 159 794,75","7989,82"
ВЕЛИКИЙ НОВГОРОД,03.02.2021,,,,,3671,"3 902 609,45","2 879 357,23","7921,78"
ВЕЛИКИЙ НОВГОРОД,04.02.2021,1,"994,80","994,80","0,50",4051,"4 083 924,05","2 876 229,86","10036,64"
ВЕЛИКИЙ НОВГОРОД,05.02.2021,2,"1 358,86","1 358,86","1,00",4240,"4 197 433,60","3 188 895,92","7769,89"
ВЕЛИКИЙ НОВГОРОД,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ВЕЛИКИЙ НОВГОРОД,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ВЕЛИКИЙ НОВГОРОД,08.02.2021,2,"3 883,06","3 079,36","12,67",3419,"3 055 828,95","2 150 854,84","8595,76"
ВЕЛИКИЙ НОВГОРОД,09.02.2021,,,,,3764,"3 943 590,97","2 904 738,55","6915,60"
ВЕЛИКИЙ НОВГОРОД,10.02.2021,,,,,3556,"3 774 267,47","2 694 716,58","8195,63"
ВЕЛИКИЙ НОВГОРОД,11.02.2021,1,"929,00","789,65","0,10",3430,"3 510 806,01","2 561 886,42","6278,32"
ВЕЛИКИЙ НОВГОРОД,12.02.2021,1,"994,80","994,80","0,25",3170,"3 694 458,78","2 663 795,69","6910,90"
ВЕЛИКИЙ НОВГОРОД,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ВЕЛИКИЙ НОВГОРОД,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ВЕЛИКИЙ НОВГОРОД,15.02.2021,,,,,3545,"3 990 950,05","2 822 111,89","9054,02"
ВЕЛИКИЙ НОВГОРОД,16.02.2021,1,"684,53","684,53","0,50",3665,"3 712 329,56","2 761 120,47","7860,97"
ВЕЛИКИЙ НОВГОРОД,17.02.2021,2,"2 531,39","2 042,69","5,62",3221,"3 437 164,11","2 582 923,12","7286,01"
ВЕЛИКИЙ НОВГОРОД,18.02.2021,2,"1 358,86","1 358,86","1,00",3317,"3 601 028,28","2 621 546,50","8063,76"
ВЕЛИКИЙ НОВГОРОД,19.02.2021,,,,,3491,"4 193 909,34","3 182 098,82","12949,70"
ВЕЛИКИЙ НОВГОРОД,20.02.2021,,,,,2222,"2 443 982,10","1 767 092,08","6236,62"
ВЕЛИКИЙ НОВГОРОД,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ВЕЛИКИЙ НОВГОРОД,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ВЕЛИКИЙ НОВГОРОД,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ВЕЛИКИЙ НОВГОРОД,24.02.2021,,,,,3791,"4 155 674,04","3 060 703,53","9504,86"
ВЕЛИКИЙ НОВГОРОД,25.02.2021,2,"4 511,00","2 607,80","1,10",4005,"4 197 883,82","3 048 461,47","10063,78"
ВЕЛИКИЙ НОВГОРОД,26.02.2021,1,"1 096,22","1 003,32","0,20",3923,"4 372 380,84","3 262 106,20","18305,83"
ВЕЛИКИЙ НОВГОРОД,27.02.2021,1,"994,80","994,80","0,10",230,"227 671,94","124 139,25","909,26"
ВЕЛИКИЙ НОВГОРОД,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ВЛАДИВОСТОК,01.02.2021,21,"42 114,57","35 402,42","66,00",3525,"4 017 060,79","3 086 523,40","7559,22"
ВЛАДИВОСТОК,02.02.2021,17,"40 373,95","37 361,83","73,66",3920,"4 290 014,12","3 159 794,75","7989,82"
ВЛАДИВОСТОК,03.02.2021,28,"30 782,11","28 348,86","38,53",3671,"3 902 609,45","2 879 357,23","7921,78"
ВЛАДИВОСТОК,04.02.2021,24,"30 719,10","25 178,15","38,82",4051,"4 083 924,05","2 876 229,86","10036,64"
ВЛАДИВОСТОК,05.02.2021,10,"33 202,82","32 366,10","76,38",4240,"4 197 433,60","3 188 895,92","7769,89"
ВЛАДИВОСТОК,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ВЛАДИВОСТОК,07.02.2021,2,"5 063,80","4 528,20","0,45",205,"216 987,78","149 305,20","1078,95"
ВЛАДИВОСТОК,08.02.2021,19,"33 305,41","25 860,96","28,04",3419,"3 055 828,95","2 150 854,84","8595,76"
ВЛАДИВОСТОК,09.02.2021,15,"21 986,60","20 381,15","112,26",3764,"3 943 590,97","2 904 738,55","6915,60"
ВЛАДИВОСТОК,10.02.2021,9,"11 685,73","7 784,68","2,00",3556,"3 774 267,47","2 694 716,58","8195,63"
ВЛАДИВОСТОК,11.02.2021,15,"20 587,72","15 406,33","13,37",3430,"3 510 806,01","2 561 886,42","6278,32"
ВЛАДИВОСТОК,12.02.2021,11,"15 246,11","14 857,41","3,10",3170,"3 694 458,78","2 663 795,69","6910,90"
ВЛАДИВОСТОК,13.02.2021,2,"1 779,44","622,80","0,20",300,"294 694,69","159 059,23","916,85"
ВЛАДИВОСТОК,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ВЛАДИВОСТОК,15.02.2021,13,"22 068,35","20 284,75","29,67",3545,"3 990 950,05","2 822 111,89","9054,02"
ВЛАДИВОСТОК,16.02.2021,11,"12 900,80","11 787,70","11,01",3665,"3 712 329,56","2 761 120,47","7860,97"
ВЛАДИВОСТОК,17.02.2021,12,"16 497,35","14 685,95","31,25",3221,"3 437 164,11","2 582 923,12","7286,01"
ВЛАДИВОСТОК,18.02.2021,25,"38 386,40","34 242,65","151,84",3317,"3 601 028,28","2 621 546,50","8063,76"
ВЛАДИВОСТОК,19.02.2021,7,"9 769,76","8 183,21","4,33",3491,"4 193 909,34","3 182 098,82","12949,70"
ВЛАДИВОСТОК,20.02.2021,7,"9 359,60","5 694,51","22,46",2222,"2 443 982,10","1 767 092,08","6236,62"
ВЛАДИВОСТОК,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ВЛАДИВОСТОК,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ВЛАДИВОСТОК,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ВЛАДИВОСТОК,24.02.2021,24,"27 927,26","23 536,76","16,79",3791,"4 155 674,04","3 060 703,53","9504,86"
ВЛАДИВОСТОК,25.02.2021,13,"41 715,56","37 578,39","79,92",4005,"4 197 883,82","3 048 461,47","10063,78"
ВЛАДИВОСТОК,26.02.2021,18,"24 482,03","20 682,33","13,77",3923,"4 372 380,84","3 262 106,20","18305,83"
ВЛАДИВОСТОК,27.02.2021,4,"3 620,24","1 267,08","1,36",230,"227 671,94","124 139,25","909,26"
ВЛАДИВОСТОК,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ВЛАДИКАВКАЗ,01.02.2021,4,"1 092,68","1 092,68","1,60",3525,"4 017 060,79","3 086 523,40","7559,22"
ВЛАДИКАВКАЗ,02.02.2021,4,"1 705,24","1 345,69","0,87",3920,"4 290 014,12","3 159 794,75","7989,82"
ВЛАДИКАВКАЗ,03.02.2021,2,"377,60","377,60","0,25",3671,"3 902 609,45","2 879 357,23","7921,78"
ВЛАДИКАВКАЗ,04.02.2021,4,"1 930,48","1 930,48","1,25",4051,"4 083 924,05","2 876 229,86","10036,64"
ВЛАДИКАВКАЗ,05.02.2021,3,"1 177,64","1 177,64","0,80",4240,"4 197 433,60","3 188 895,92","7769,89"
ВЛАДИКАВКАЗ,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ВЛАДИКАВКАЗ,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ВЛАДИКАВКАЗ,08.02.2021,2,"5 926,26","4 849,56","19,51",3419,"3 055 828,95","2 150 854,84","8595,76"
ВЛАДИКАВКАЗ,09.02.2021,4,"2 095,40","2 095,40","1,35",3764,"3 943 590,97","2 904 738,55","6915,60"
ВЛАДИКАВКАЗ,10.02.2021,5,"1 183,54","1 183,54","1,45",3556,"3 774 267,47","2 694 716,58","8195,63"
ВЛАДИКАВКАЗ,11.02.2021,5,"1 531,64","1 531,64","2,20",3430,"3 510 806,01","2 561 886,42","6278,32"
ВЛАДИКАВКАЗ,12.02.2021,3,"1 154,04","1 154,04","1,50",3170,"3 694 458,78","2 663 795,69","6910,90"
ВЛАДИКАВКАЗ,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ВЛАДИКАВКАЗ,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ВЛАДИКАВКАЗ,15.02.2021,1,"188,80","188,80","0,50",3545,"3 990 950,05","2 822 111,89","9054,02"
ВЛАДИКАВКАЗ,16.02.2021,3,"1 246,08","1 246,08","0,95",3665,"3 712 329,56","2 761 120,47","7860,97"
ВЛАДИКАВКАЗ,17.02.2021,4,"2 251,44","2 251,44","1,60",3221,"3 437 164,11","2 582 923,12","7286,01"
ВЛАДИКАВКАЗ,18.02.2021,,,,,3317,"3 601 028,28","2 621 546,50","8063,76"
ВЛАДИКАВКАЗ,19.02.2021,4,"6 212,90","5 500,07","5,90",3491,"4 193 909,34","3 182 098,82","12949,70"
ВЛАДИКАВКАЗ,20.02.2021,,,,,2222,"2 443 982,10","1 767 092,08","6236,62"
ВЛАДИКАВКАЗ,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ВЛАДИКАВКАЗ,22.02.2021,2,"856,68","856,68","0,55",135,"189 388,89","134 220,90","711,78"
ВЛАДИКАВКАЗ,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ВЛАДИКАВКАЗ,24.02.2021,1,"188,80","188,80","0,25",3791,"4 155 674,04","3 060 703,53","9504,86"
ВЛАДИКАВКАЗ,25.02.2021,2,"671,42","671,42","1,00",4005,"4 197 883,82","3 048 461,47","10063,78"
ВЛАДИКАВКАЗ,26.02.2021,4,"1 420,72","1 420,72","1,50",3923,"4 372 380,84","3 262 106,20","18305,83"
ВЛАДИКАВКАЗ,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ВЛАДИКАВКАЗ,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ВЛАДИМИР,01.02.2021,4,"3 414,62","3 346,72","2,06",3525,"4 017 060,79","3 086 523,40","7559,22"
ВЛАДИМИР,02.02.2021,3,"4 581,13","4 054,28","21,28",3920,"4 290 014,12","3 159 794,75","7989,82"
ВЛАДИМИР,03.02.2021,5,"4 346,50","3 531,00","5,01",3671,"3 902 609,45","2 879 357,23","7921,78"
ВЛАДИМИР,04.02.2021,3,"1 922,22","894,74","5,66",4051,"4 083 924,05","2 876 229,86","10036,64"
ВЛАДИМИР,05.02.2021,5,"4 629,80","2 911,07","9,35",4240,"4 197 433,60","3 188 895,92","7769,89"
ВЛАДИМИР,06.02.2021,,,,,284,"199 947,80","110 782,76","699,25"
ВЛАДИМИР,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ВЛАДИМИР,08.02.2021,3,"3 037,30","2 196,98","0,52",3419,"3 055 828,95","2 150 854,84","8595,76"
ВЛАДИМИР,09.02.2021,5,"13 885,77","9 774,22","16,03",3764,"3 943 590,97","2 904 738,55","6915,60"
ВЛАДИМИР,10.02.2021,3,"2 550,00","1 485,00","1,77",3556,"3 774 267,47","2 694 716,58","8195,63"
ВЛАДИМИР,11.02.2021,3,"2 858,98","2 474,71","0,82",3430,"3 510 806,01","2 561 886,42","6278,32"
ВЛАДИМИР,12.02.2021,10,"10 980,00","6 433,75","21,20",3170,"3 694 458,78","2 663 795,69","6910,90"
ВЛАДИМИР,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ВЛАДИМИР,14.02.2021,,,,,185,"232 693,26","121 821,43","1073,21"
ВЛАДИМИР,15.02.2021,4,"4 403,68","3 880,08","6,24",3545,"3 990 950,05","2 822 111,89","9054,02"
ВЛАДИМИР,16.02.2021,6,"5 938,67","3 727,61","1,48",3665,"3 712 329,56","2 761 120,47","7860,97"
ВЛАДИМИР,17.02.2021,7,"6 868,43","4 328,60","1,70",3221,"3 437 164,11","2 582 923,12","7286,01"
ВЛАДИМИР,18.02.2021,5,"6 100,78","4 278,63","3,85",3317,"3 601 028,28","2 621 546,50","8063,76"
ВЛАДИМИР,19.02.2021,5,"5 358,00","2 361,30","2,41",3491,"4 193 909,34","3 182 098,82","12949,70"
ВЛАДИМИР,20.02.2021,2,"1 280,80","1 280,80","0,65",2222,"2 443 982,10","1 767 092,08","6236,62"
ВЛАДИМИР,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ВЛАДИМИР,22.02.2021,,,,,135,"189 388,89","134 220,90","711,78"
ВЛАДИМИР,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ВЛАДИМИР,24.02.2021,5,"4 838,61","3 307,81","2,09",3791,"4 155 674,04","3 060 703,53","9504,86"
ВЛАДИМИР,25.02.2021,6,"14 508,18","11 160,71","32,46",4005,"4 197 883,82","3 048 461,47","10063,78"
ВЛАДИМИР,26.02.2021,9,"11 381,40","7 990,10","7,36",3923,"4 372 380,84","3 262 106,20","18305,83"
ВЛАДИМИР,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ВЛАДИМИР,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ВОЛГОГРАД,01.02.2021,44,"60 295,50","44 819,90","123,26",3525,"4 017 060,79","3 086 523,40","7559,22"
ВОЛГОГРАД,02.02.2021,32,"42 677,06","24 633,83","30,55",3920,"4 290 014,12","3 159 794,75","7989,82"
ВОЛГОГРАД,03.02.2021,42,"119 817,33","103 611,43","402,90",3671,"3 902 609,45","2 879 357,23","7921,78"
ВОЛГОГРАД,04.02.2021,35,"35 968,66","17 863,98","30,90",4051,"4 083 924,05","2 876 229,86","10036,64"
ВОЛГОГРАД,05.02.2021,45,"54 680,96","45 805,58","160,02",4240,"4 197 433,60","3 188 895,92","7769,89"
ВОЛГОГРАД,06.02.2021,1,"1 057,92","779,52","1,80",284,"199 947,80","110 782,76","699,25"
ВОЛГОГРАД,07.02.2021,,,,,205,"216 987,78","149 305,20","1078,95"
ВОЛГОГРАД,08.02.2021,32,"44 531,73","24 092,27","40,07",3419,"3 055 828,95","2 150 854,84","8595,76"
ВОЛГОГРАД,09.02.2021,28,"39 200,43","21 244,08","56,25",3764,"3 943 590,97","2 904 738,55","6915,60"
ВОЛГОГРАД,10.02.2021,32,"38 816,20","24 128,43","52,97",3556,"3 774 267,47","2 694 716,58","8195,63"
ВОЛГОГРАД,11.02.2021,26,"28 068,97","15 303,07","11,13",3430,"3 510 806,01","2 561 886,42","6278,32"
ВОЛГОГРАД,12.02.2021,23,"28 895,27","13 799,09","34,14",3170,"3 694 458,78","2 663 795,69","6910,90"
ВОЛГОГРАД,13.02.2021,,,,,300,"294 694,69","159 059,23","916,85"
ВОЛГОГРАД,14.02.2021,1,"1 575,00","393,75","0,70",185,"232 693,26","121 821,43","1073,21"
ВОЛГОГРАД,15.02.2021,26,"30 254,58","21 119,36","52,84",3545,"3 990 950,05","2 822 111,89","9054,02"
ВОЛГОГРАД,16.02.2021,30,"41 331,47","24 878,75","37,06",3665,"3 712 329,56","2 761 120,47","7860,97"
ВОЛГОГРАД,17.02.2021,66,"70 784,97","53 865,00","161,07",3221,"3 437 164,11","2 582 923,12","7286,01"
ВОЛГОГРАД,18.02.2021,36,"46 533,95","23 135,45","33,91",3317,"3 601 028,28","2 621 546,50","8063,76"
ВОЛГОГРАД,19.02.2021,52,"53 762,77","36 265,93","91,37",3491,"4 193 909,34","3 182 098,82","12949,70"
ВОЛГОГРАД,20.02.2021,20,"24 705,85","9 938,42","17,47",2222,"2 443 982,10","1 767 092,08","6236,62"
ВОЛГОГРАД,21.02.2021,,,,,94,"102 979,70","64 078,57","862,67"
ВОЛГОГРАД,22.02.2021,1,"991,30","775,80","0,84",135,"189 388,89","134 220,90","711,78"
ВОЛГОГРАД,23.02.2021,,,,,182,"289 544,98","146 444,78","657,71"
ВОЛГОГРАД,24.02.2021,34,"38 129,19","25 831,37","46,05",3791,"4 155 674,04","3 060 703,53","9504,86"
ВОЛГОГРАД,25.02.2021,34,"50 920,42","25 959,23","33,51",4005,"4 197 883,82","3 048 461,47","10063,78"
ВОЛГОГРАД,26.02.2021,33,"35 910,99","25 042,67","70,61",3923,"4 372 380,84","3 262 106,20","18305,83"
ВОЛГОГРАД,27.02.2021,,,,,230,"227 671,94","124 139,25","909,26"
ВОЛГОГРАД,28.02.2021,,,,,134,"143 346,27","107 612,60","711,00"
ВОЛОГДА,01.02.2021,1,"1 229,00","614,50","0,20",3525,"4 017 060,79","3 086 523,40","7559,22"
ВОЛОГДА,02.02.2021,1,"1 202,42","1 100,52","0,50",3920,"4 290 014,12","3 159 794,75","7989,82"
ВОЛОГДА,03.02.2021,,,,,3671,"3 902 609,45","2 879 357,23","7921,78"
ВОЛОГДА,04.02.2021,2,"3 655,06","2 521,73","3,38",4051,"4 083 924,05","2 876 229,86","10036,64"
ВОЛОГДА,05.02.2021,1,"1 369,00","833,40","0,25",4240,"4 197 433,60","3 188 895,92","7769,89"
